https://www.youtube.com//watch?v=-2iWULlXUUg,720,20240728221806,192.168.38.62.49996>142.251.91.105.443,14405603,850070/389588/233209/388459/616920/621448/621907/619153/616735/620601/614921/621431/385359/619212/622371/385526/233373/233505/773921/233647/619330/233688/774270/233598/383323/233409/382139/233242/382340/233665/384188
https://www.youtube.com//watch?v=-3Z4AfwcvvU,720,20240811061121,192.168.38.62.52292>74.125.164.134.443,27394516,273873/837177/638503/1738371/579367/1550670/1699298/1403424/1306160/696972/698802/825734/863925/274871/1119030/327415/343102/260862/352386/251797/470063/412752/412043/607959/336221/484302/439760/643659/509370/385627/487177/462254/427587/768659/713677/370887/603438/452373/420496/404800/441756/159245/473784
https://www.youtube.com//watch?v=-5gs94Yz2rw,720,20240801131448,192.168.38.62.61984>142.251.91.135.443,19636210,959614/476826/315316/161254/314096/641254/318016/161059/320303/474771/478926/478906/322053/624848/475059/321758/316285/470134/467228/161524/613165/322758/486403/310880/472191/484957/161406/312735/161451/312126/161510/322536/161533/312769/161359/307764/161346/311157/161165/317144/161329/310694/161289/311371/161403/316569/161411/309400/161496/314168/161328/312894/161417/316088/161379/310533/161463/312094/161632/309985/161419/314074
https://www.youtube.com//watch?v=-9ya8QRm8OE,720,20240726190347,192.168.38.62.64209>142.251.85.6.443,21101198,186860/1321276/1918166/617608/1140912/1282214/586000/1571376/512807/644915/1127143/657422/1064264/826256/986111/390809/979668/313750/1240741/1322818/570471/1210739/380921
https://www.youtube.com//watch?v=-cAUejHmVFs,720,20240811032219,192.168.38.62.56574>173.194.4.232.443,19233852,761667/1608262/1379825/900309/747222/955047/873770/840694/805835/664896/490338/719327/608948/255793/830259/680823/472366/848563/1095810/825143/673402/306293/426110/583889/402090
https://www.youtube.com//watch?v=-CZUNRnW63k,720,20240728191314,192.168.38.62.61126>142.251.85.105.443,10816969,1627906/522086/682184/676533/680964/677798/680784/424011/671950/688416/676116/673779/679006/681212/557541
https://www.youtube.com//watch?v=-gkexNIelX8,720,20240731031313,192.168.38.62.59849>142.251.88.6.443,16037135,1469235/862413/235677/631777/388771/470744/391539/245560/1455890/1486954/1016849/630591/625669/471007/619327/781485/235875/634168/622283/631542/626434/235900/396388/235818/389698/235883
https://www.youtube.com//watch?v=-LOq1GgSAEU,720,20240814012030,192.168.38.62.64467>142.251.91.137.443,13053598,1125372/303198/657986/652106/1107478/597825/631416/662607/586951/340340/492852/720330/754746/576881/593692/649680/290612/452647/444293/301782/522207
https://www.youtube.com//watch?v=-ni33LN2fx4,720,20240728152649,192.168.38.62.54151>142.251.88.71.443,20883651,3853595/2075713/886281/604911/751367/1392547/1701421/472606/1426266/514432/1112175/441502/1126095/1407053/1651479
https://www.youtube.com//watch?v=-nQ6bCW2qr0,720,20240812105207,192.168.38.62.53112>74.125.101.230.443,14319985,262860/598435/850309/670478/637597/619939/752105/369571/192141/897543/267881/683948/177784/377734/519542/585265/509893/237769/297616/234751/272869/212261/376796/259749/211061/207181/304572/166295/370549/280810/193560/461591/141765/426978/252656/304772/121389
