https://www.youtube.com//watch?v=-2iWULlXUUg,720,20240825112516,192.168.38.62.62264>74.125.164.166.443,11097144,623331/621727/617875/388800/622616/619716/233684/617028/388208/615412/622036/618614/618820/622062/618819/773888/466521/775817/618168
https://www.youtube.com//watch?v=-5gs94Yz2rw,720,20240825113034,192.168.38.62.64055>142.251.91.135.443,12556878,959901/476793/315410/475541/480579/478953/321771/320151/314038/161127/318104/478898/475184/322121/471661/630689/322238/470502/612996/322387/468061/486462/472024/472350/323859/161360/312786/161535/312270/161465/322533
https://www.youtube.com//watch?v=-6H86cOjtSU,720,20240825113553,192.168.38.62.52911>173.194.4.105.443,19465535,1592426/287327/789393/455370/736242/497424/626595/1055769/1148180/1175667/753122/820071/768979/294429/866446/251976/739427/723889/726260/667490/450617/258922/448482/230861/477280/267829/448518/314253/472838/256467/494864
https://www.youtube.com//watch?v=-9ya8QRm8OE,720,20240825114109,192.168.38.62.63900>74.125.96.70.443,10789072,1108738/2565095/1962404/1309835/1940427
https://www.youtube.com//watch?v=-9ya8QRm8OE,720,20240825114109,192.168.38.62.51868>74.125.96.70.443,15144628,526140/2814401/2137862/1206202/1530562/669276/978759/951594/1284897/1207688/1210140/380702
https://www.youtube.com//watch?v=-CZUNRnW63k,720,20240825114523,192.168.38.62.62058>142.251.85.105.443,10810133,1628389/522399/421413/676777/10060/670619/677376/680370/684469/665287/948755/1087624/678335/680507/556967
https://www.youtube.com//watch?v=-DT0U7d_pko,720,20240825114822,192.168.38.62.59932>142.251.88.42.443,23827977,2589020/750463/393456/416533/785900/903903/861613/1522579/3520155/2832066/1308316/621908/791889/2127470
https://www.youtube.com//watch?v=-gkexNIelX8,720,20240825115340,192.168.38.62.63009>142.251.88.6.443,15951135,627935/403761/630351/628038/235879/626890/236064/628132/782118/471203/785936/471356/772888/627654/471500/784758/471310/631335/390999/235920/396356/235802/389700/235902/394921/235877/389069/236013/389005/235870/392087/235871/398327/236060/388532/236032
https://www.youtube.com//watch?v=-GZOZ2eUxbo,720,20240825115857,192.168.38.62.63142>173.194.59.7.443,12585177,520120/422696/254600/544950/127405/401419/278492/127569/393961/276251/127499/272813/402613/402372/398540/400831/401807/401505/399572/399189/396633/554457/254767/549190/127839/267407/127572/269120/127674/276310/127714/272288/127402/268788/127744/268185/270265/127517/269633/127705/278825/127316
https://www.youtube.com//watch?v=-vDNG3yLKis,720,20240825120416,192.168.38.62.59156>74.125.12.200.443,11600888,761071/700895/415164/405031/405007/396497/409772/118480/287843/118416/289225/405026/406701/399344/405967/410180/403114/410155/408801/397121/409287/405449/411587/118465/282966/118506/290858/118500/278022/118500/280536/118546/282864/118534
https://www.youtube.com//watch?v=-WmablYI1c8,720,20240825120934,192.168.38.62.58865>74.125.164.73.443,34546842,1969893/1340719/1197606/1187289/521395/1167831/634399/1185888/528723/668174/524464/1208419/1167819/1124917/1088132/1165624/1185217/654697/500140/1324123/508234/1121302/1157231/513412/1335414/1186423/536215/663341/541323/656361/495868/656217/509826/660686/498431/640381/483902/662778/515831/539947
https://www.youtube.com//watch?v=-wzuZbuiGW0,720,20240825121452,192.168.38.62.50856>173.194.22.70.443,20240999,81313/2381579/2515114/2307601/2200973/1132102/1190978/541074/1337498/1079691/1207224/1307835/529226/1219084/669787/535991
https://www.youtube.com//watch?v=-wzuZbuiGW0,720,20240825121452,192.168.38.62.54102>173.194.22.70.443,10707203,674094/461955/669624/469661/601456/475255/630062/497641/630707/485193/647568/458729/627124/485682/636110/479842/480763/647157/636064
https://www.youtube.com//watch?v=0BEfWZmg7AI,720,20240825122925,192.168.38.62.64238>142.251.85.8.443,11772538,350554/1452895/741458/736393/1009067/952478/771062/1106580/774476/625128/484933/411351/275035/379999/278652/476187/191029/434647
https://www.youtube.com//watch?v=0fGlaS-Mf1o,720,20240825123443,192.168.38.62.59235>142.251.91.138.443,12851933,1188955/154513/518560/508218/515159/363402/513750/516082/516181/365881/20124/288213/690483/498631/502307/519772/514324/513463/522989/517345/515447/513836/361608/155029/357836/154121/365199/154581/360856/155095
https://www.youtube.com//watch?v=0l5ENDuJiVU,720,20240825124712,192.168.38.62.57017>74.125.12.136.443,16440105,474524/1735680/1746814/1617629/1150172/807351/341364/808256/807519/810588/815387/931452/808541/341737/469908/341724/464930/341691/466833/341662/470400/341678
https://www.youtube.com//watch?v=0T6q0UIwovc,720,20240825125733,192.168.38.62.52412>173.194.4.201.443,30519303,953472/2067744/2274905/1960954/1060191/1056158/1101978/1093976/1052187/1104763/1104785/1055058/1078902/596170/475739/619910/515976/629753/532646/682318/510846/755522/503750/606309/487131/775617/166448/455903/457084/647060/447111/935629/470569/663494/698073/466049/306379
https://www.youtube.com//watch?v=1bYbxGCWl8M,720,20240825130810,192.168.38.62.61092>142.251.85.70.443,33153735,3050007/855995/1759783/1602490/621612/4464783/4345288/3018792/3936926/4844350/3037272
https://www.youtube.com//watch?v=1c85XceTguM,720,20240825131242,192.168.38.62.54047>173.194.59.106.443,12623024,186756/910795/1055639/937738/661128/255736/831722/256060/665852/669686/660208/255946/1063622/660740/664100/395658/256168/256155/398414/256084/400416/256083/409719
